# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-07-31 15:17:49 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08096500 Brazos Rv at Waco, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08096500
#            TS   parameter     statistic     Description
#        135077       00060     00001     Discharge, cubic feet per second (Maximum)
#        135078       00060     00002     Discharge, cubic feet per second (Minimum)
#        135079       00060     00003     Discharge, cubic feet per second (Mean)
#        135080       00065     00001     Gage height, feet (Maximum)
#        135081       00065     00002     Gage height, feet (Minimum)
#        135082       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#    91  Daily mean calculated from data on this day matches published daily mean within 1 percent
#    92  Daily mean calculated from data on this day matches published daily mean within 5 percent
#    93  Daily mean calculated from data on this day matches published daily mean within 10 percent
# 
agency_cd	site_no	datetime	135077_00060_00001	135077_00060_00001_cd	135078_00060_00002	135078_00060_00002_cd	135079_00060_00003	135079_00060_00003_cd	135080_00065_00001	135080_00065_00001_cd	135081_00065_00002	135081_00065_00002_cd	135082_00065_00003	135082_00065_00003_cd
USGS	08096500	1977-11-28					121	A						
USGS	08096500	1977-11-29					176	A						
USGS	08096500	1977-11-30					149	A						
USGS	08096500	1977-12-01					128	A						
USGS	08096500	1977-12-02					122	A						
USGS	08096500	1977-12-03					127	A						
USGS	08096500	1977-12-04					124	A						
USGS	08096500	1977-12-05					127	A						
USGS	08096500	1977-12-06					108	A						
USGS	08096500	1977-12-07					124	A						
USGS	08096500	1977-12-08					142	A						
USGS	08096500	1977-12-09					105	A						
USGS	08096500	1977-12-10					119	A						
USGS	08096500	1977-12-11					120	A						
USGS	08096500	1977-12-12					124	A						
USGS	08096500	1977-12-13					135	A						
USGS	08096500	1977-12-14					120	A						
USGS	08096500	1977-12-15					127	A						
USGS	08096500	1977-12-16					132	A						
USGS	08096500	1977-12-17					111	A						
USGS	08096500	1977-12-18					115	A						
USGS	08096500	1977-12-19					123	A						
USGS	08096500	1977-12-20					113	A						
USGS	08096500	1977-12-21					109	A						
USGS	08096500	1977-12-22					108	A						
USGS	08096500	1977-12-23					122	A						
USGS	08096500	1977-12-24					119	A						
USGS	08096500	1977-12-25					117	A						
USGS	08096500	1977-12-26					119	A						
USGS	08096500	1977-12-27					115	A						
USGS	08096500	1977-12-28					125	A						
USGS	08096500	1977-12-29					132	A						
USGS	08096500	1977-12-30					128	A						
USGS	08096500	1977-12-31					120	A						
USGS	08096500	1978-01-01					119	A						
USGS	08096500	1978-01-02					105	A						
USGS	08096500	1978-01-03					118	A						
USGS	08096500	1978-01-04					122	A						
USGS	08096500	1978-01-05					125	A						
USGS	08096500	1978-01-06					127	A						
USGS	08096500	1978-01-07					132	A						
USGS	08096500	1978-01-08					114	A						
USGS	08096500	1978-01-09					117	A						
USGS	08096500	1978-01-10					121	A						
USGS	08096500	1978-01-11					202	A						
USGS	08096500	1978-01-12					146	A						
USGS	08096500	1978-01-13					135	A						
USGS	08096500	1978-01-14					159	A						
USGS	08096500	1978-01-15					169	A						
USGS	08096500	1978-01-16					216	A						
USGS	08096500	1978-01-17					98.0	A						
USGS	08096500	1978-01-18					159	A						
USGS	08096500	1978-01-19					146	A						
USGS	08096500	1978-01-20					139	A						
USGS	08096500	1978-01-21					112	A						
USGS	08096500	1978-01-22					135	A						
USGS	08096500	1978-01-23					145	A						
USGS	08096500	1978-01-24					155	A						
USGS	08096500	1978-01-25					141	A						
USGS	08096500	1978-01-26					118	A						
USGS	08096500	1978-01-27					133	A						
USGS	08096500	1978-01-28					142	A						
USGS	08096500	1978-01-29					137	A						
USGS	08096500	1978-01-30					133	A						
USGS	08096500	1978-01-31					162	A						
USGS	08096500	1978-02-01					157	A						
USGS	08096500	1978-02-02					147	A						
USGS	08096500	1978-02-03					141	A						
USGS	08096500	1978-02-04					148	A						
USGS	08096500	1978-02-05					131	A						
USGS	08096500	1978-02-06					137	A						
USGS	08096500	1978-02-07					216	A						
USGS	08096500	1978-02-08					178	A						
USGS	08096500	1978-02-09					187	A						
USGS	08096500	1978-02-10					170	A						
USGS	08096500	1978-02-11					152	A						
USGS	08096500	1978-02-12					976	A						
USGS	08096500	1978-02-13					877	A						
USGS	08096500	1978-02-14					324	A						
USGS	08096500	1978-02-15					180	A						
USGS	08096500	1978-02-16					159	A						
USGS	08096500	1978-02-17					233	A						
USGS	08096500	1978-02-18					164	A						
USGS	08096500	1978-02-19					174	A						
USGS	08096500	1978-02-20					146	A						
USGS	08096500	1978-02-21					136	A						
USGS	08096500	1978-02-22					131	A						
USGS	08096500	1978-02-23					126	A						
USGS	08096500	1978-02-24					125	A						
USGS	08096500	1978-02-25					131	A						
USGS	08096500	1978-02-26					121	A						
USGS	08096500	1978-02-27					123	A						
USGS	08096500	1978-02-28					135	A						
USGS	08096500	1978-03-01					116	A						
USGS	08096500	1978-03-02					144	A						
USGS	08096500	1978-03-03					104	A						
USGS	08096500	1978-03-04					114	A						
USGS	08096500	1978-03-05					117	A						
USGS	08096500	1978-03-06					721	A						
USGS	08096500	1978-03-07					2480	A						
USGS	08096500	1978-03-08					659	A						
USGS	08096500	1978-03-09					291	A						
USGS	08096500	1978-03-10					250	A						
USGS	08096500	1978-03-11					246	A						
USGS	08096500	1978-03-12					201	A						
USGS	08096500	1978-03-13					194	A						
USGS	08096500	1978-03-14					172	A						
USGS	08096500	1978-03-15					166	A						
USGS	08096500	1978-03-16					149	A						
USGS	08096500	1978-03-17					150	A						
USGS	08096500	1978-03-18					153	A						
USGS	08096500	1978-03-19					169	A						
USGS	08096500	1978-03-20					148	A						
USGS	08096500	1978-03-21					172	A						
USGS	08096500	1978-03-22					150	A						
USGS	08096500	1978-03-23					149	A						
USGS	08096500	1978-03-24					213	A						
USGS	08096500	1978-03-25					157	A						
USGS	08096500	1978-03-26					149	A						
USGS	08096500	1978-03-27					140	A						
USGS	08096500	1978-03-28					145	A						
USGS	08096500	1978-03-29					144	A						
USGS	08096500	1978-03-30					139	A						
USGS	08096500	1978-03-31					140	A						
USGS	08096500	1978-04-01					137	A						
USGS	08096500	1978-04-02					144	A						
USGS	08096500	1978-04-03					144	A						
USGS	08096500	1978-04-04					142	A						
USGS	08096500	1978-04-05					147	A						
USGS	08096500	1978-04-06					148	A						
USGS	08096500	1978-04-07					143	A						
USGS	08096500	1978-04-08					136	A						
USGS	08096500	1978-04-09					125	A						
USGS	08096500	1978-04-10					288	A						
USGS	08096500	1978-04-11					246	A						
USGS	08096500	1978-04-12					169	A						
USGS	08096500	1978-04-13					142	A						
USGS	08096500	1978-04-14					137	A						
USGS	08096500	1978-04-15					137	A						
USGS	08096500	1978-04-16					135	A						
USGS	08096500	1978-04-17					130	A						
USGS	08096500	1978-04-18					144	A						
USGS	08096500	1978-04-19					137	A						
USGS	08096500	1978-04-20					120	A						
USGS	08096500	1978-04-21					121	A						
USGS	08096500	1978-04-22					142	A						
USGS	08096500	1978-04-23					345	A						
USGS	08096500	1978-04-24					487	A						
USGS	08096500	1978-04-25					176	A						
USGS	08096500	1978-04-26					171	A						
USGS	08096500	1978-04-27					142	A						
USGS	08096500	1978-04-28					137	A						
USGS	08096500	1978-04-29					138	A						
USGS	08096500	1978-04-30					138	A						
USGS	08096500	1978-05-01					138	A						
USGS	08096500	1978-05-02					176	A						
USGS	08096500	1978-05-03					375	A						
USGS	08096500	1978-05-04					321	A						
USGS	08096500	1978-05-05					199	A						
USGS	08096500	1978-05-06					158	A						
USGS	08096500	1978-05-07					154	A						
USGS	08096500	1978-05-08					147	A						
USGS	08096500	1978-05-09					128	A						
USGS	08096500	1978-05-10					132	A						
USGS	08096500	1978-05-11					136	A						
USGS	08096500	1978-05-12					1590	A						
USGS	08096500	1978-05-13					782	A						
USGS	08096500	1978-05-14					197	A						
USGS	08096500	1978-05-15					153	A						
USGS	08096500	1978-05-16					139	A						
USGS	08096500	1978-05-17					144	A						
USGS	08096500	1978-05-18					140	A						
USGS	08096500	1978-05-19					129	A						
USGS	08096500	1978-05-20					186	A						
USGS	08096500	1978-05-21					401	A						
USGS	08096500	1978-05-22					305	A						
USGS	08096500	1978-05-23					296	A						
USGS	08096500	1978-05-24					169	A						
USGS	08096500	1978-05-25					144	A						
USGS	08096500	1978-05-26					140	A						
USGS	08096500	1978-05-27					526	A						
USGS	08096500	1978-05-28					841	A						
USGS	08096500	1978-05-29					851	A						
USGS	08096500	1978-05-30					875	A						
USGS	08096500	1978-05-31					1050	A						
USGS	08096500	1978-06-01					746	A						
USGS	08096500	1978-06-02					864	A						
USGS	08096500	1978-06-03					907	A						
USGS	08096500	1978-06-04					887	A						
USGS	08096500	1978-06-05					857	A						
USGS	08096500	1978-06-06					864	A						
USGS	08096500	1978-06-07					805	A						
USGS	08096500	1978-06-08					671	A						
USGS	08096500	1978-06-09					671	A						
USGS	08096500	1978-06-10					664	A						
USGS	08096500	1978-06-11					668	A						
USGS	08096500	1978-06-12					661	A						
USGS	08096500	1978-06-13					802	A						
USGS	08096500	1978-06-14					312	A						
USGS	08096500	1978-06-15					250	A						
USGS	08096500	1978-06-16					688	A						
USGS	08096500	1978-06-17					741	A						
USGS	08096500	1978-06-18					745	A						
USGS	08096500	1978-06-19					767	A						
USGS	08096500	1978-06-20					779	A						
USGS	08096500	1978-06-21					759	A						
USGS	08096500	1978-06-22					710	A						
USGS	08096500	1978-06-23					764	A						
USGS	08096500	1978-06-24					774	A						
USGS	08096500	1978-06-25					774	A						
USGS	08096500	1978-06-26					794	A						
USGS	08096500	1978-06-27					877	A						
USGS	08096500	1978-06-28					325	A						
USGS	08096500	1978-06-29					181	A						
USGS	08096500	1978-06-30					151	A						
USGS	08096500	1978-07-01					99.0	A						
USGS	08096500	1978-07-02					80.0	A						
USGS	08096500	1978-07-03					80.0	A						
USGS	08096500	1978-07-04					77.0	A						
USGS	08096500	1978-07-05					65.0	A						
USGS	08096500	1978-07-06					59.0	A						
USGS	08096500	1978-07-07					57.0	A						
USGS	08096500	1978-07-08					48.0	A						
USGS	08096500	1978-07-09					46.0	A						
USGS	08096500	1978-07-10					35.0	A						
USGS	08096500	1978-07-11					27.0	A						
USGS	08096500	1978-07-12					36.0	A						
USGS	08096500	1978-07-13					45.0	A						
USGS	08096500	1978-07-14					43.0	A						
USGS	08096500	1978-07-15					46.0	A						
USGS	08096500	1978-07-16					41.0	A						
USGS	08096500	1978-07-17					37.0	A						
USGS	08096500	1978-07-18					34.0	A						
USGS	08096500	1978-07-19					30.0	A						
USGS	08096500	1978-07-20					29.0	A						
USGS	08096500	1978-07-21					29.0	A						
USGS	08096500	1978-07-22					34.0	A						
USGS	08096500	1978-07-23					37.0	A						
USGS	08096500	1978-07-24					77.0	A						
USGS	08096500	1978-07-25					83.0	A						
USGS	08096500	1978-07-26					55.0	A						
USGS	08096500	1978-07-27					42.0	A						
USGS	08096500	1978-07-28					39.0	A						
USGS	08096500	1978-07-29					37.0	A						
USGS	08096500	1978-07-30					37.0	A						
USGS	08096500	1978-07-31					41.0	A						
USGS	08096500	1978-08-01					39.0	A						
USGS	08096500	1978-08-02					38.0	A						
USGS	08096500	1978-08-03					32.0	A						
USGS	08096500	1978-08-04					34.0	A						
USGS	08096500	1978-08-05					95.0	A						
USGS	08096500	1978-08-06					101	A						
USGS	08096500	1978-08-07					61.0	A						
USGS	08096500	1978-08-08					759	A						
USGS	08096500	1978-08-09					1070	A						
USGS	08096500	1978-08-10					2710	A						
USGS	08096500	1978-08-11					4200	A						
USGS	08096500	1978-08-12					4090	A						
USGS	08096500	1978-08-13					4000	A						
USGS	08096500	1978-08-14					3990	A						
USGS	08096500	1978-08-15					3980	A						
USGS	08096500	1978-08-16					3980	A						
USGS	08096500	1978-08-17					2580	A						
USGS	08096500	1978-08-18					2190	A						
USGS	08096500	1978-08-19					2130	A						
USGS	08096500	1978-08-20					1230	A						
USGS	08096500	1978-08-21					1130	A						
USGS	08096500	1978-08-22					1210	A						
USGS	08096500	1978-08-23					1140	A						
USGS	08096500	1978-08-24					1200	A						
USGS	08096500	1978-08-25					1140	A						
USGS	08096500	1978-08-26					1140	A						
USGS	08096500	1978-08-27					920	A						
USGS	08096500	1978-08-28					1020	A						
USGS	08096500	1978-08-29					886	A						
USGS	08096500	1978-08-30					905	A						
USGS	08096500	1978-08-31					887	A						
USGS	08096500	1978-09-01					887	A						
USGS	08096500	1978-09-02					432	A						
USGS	08096500	1978-09-03					462	A						
USGS	08096500	1978-09-04					665	A						
USGS	08096500	1978-09-05					586	A						
USGS	08096500	1978-09-06					625	A						
USGS	08096500	1978-09-07					597	A						
USGS	08096500	1978-09-08					578	A						
USGS	08096500	1978-09-09					571	A						
USGS	08096500	1978-09-10					590	A						
USGS	08096500	1978-09-11					586	A						
USGS	08096500	1978-09-12					602	A						
USGS	08096500	1978-09-13					632	A						
USGS	08096500	1978-09-14					612	A						
USGS	08096500	1978-09-15					1210	A						
USGS	08096500	1978-09-16					550	A						
USGS	08096500	1978-09-17					432	A						
USGS	08096500	1978-09-18					511	A						
USGS	08096500	1978-09-19					549	A						
USGS	08096500	1978-09-20					543	A						
USGS	08096500	1978-09-21					543	A						
USGS	08096500	1978-09-22					340	A						
USGS	08096500	1978-09-23					127	A						
USGS	08096500	1978-09-24					91.0	A						
USGS	08096500	1978-09-25					80.0	A						
USGS	08096500	1978-09-26					147	A						
USGS	08096500	1978-09-27					327	A						
USGS	08096500	1978-09-28					115	A						
USGS	08096500	1978-09-29					575	A						
USGS	08096500	1978-09-30					330	A						
USGS	08096500	1978-10-01					351	A						
USGS	08096500	1978-10-02					638	A						
USGS	08096500	1978-10-03					382	A						
USGS	08096500	1978-10-04					498	A						
USGS	08096500	1978-10-05					1030	A						
USGS	08096500	1978-10-06					328	A						
USGS	08096500	1978-10-07					170	A						
USGS	08096500	1978-10-08					128	A						
USGS	08096500	1978-10-09					79.0	A						
USGS	08096500	1978-10-10					111	A						
USGS	08096500	1978-10-11					512	A						
USGS	08096500	1978-10-12					763	A						
USGS	08096500	1978-10-13					679	A						
USGS	08096500	1978-10-14					222	A						
USGS	08096500	1978-10-15					108	A						
USGS	08096500	1978-10-16					75.0	A						
USGS	08096500	1978-10-17					152	A						
USGS	08096500	1978-10-18					409	A						
USGS	08096500	1978-10-19					374	A						
USGS	08096500	1978-10-20					666	A						
USGS	08096500	1978-10-21					720	A						
USGS	08096500	1978-10-22					282	A						
USGS	08096500	1978-10-23					314	A						
USGS	08096500	1978-10-24					593	A						
USGS	08096500	1978-10-25					543	A						
USGS	08096500	1978-10-26					278	A						
USGS	08096500	1978-10-27					388	A						
USGS	08096500	1978-10-28					160	A						
USGS	08096500	1978-10-29					311	A						
USGS	08096500	1978-10-30					380	A						
USGS	08096500	1978-10-31					350	A						
USGS	08096500	1978-11-01					1210	A						
USGS	08096500	1978-11-02					449	A						
USGS	08096500	1978-11-03					495	A						
USGS	08096500	1978-11-04					312	A						
USGS	08096500	1978-11-05					248	A						
USGS	08096500	1978-11-06					417	A						
USGS	08096500	1978-11-07					517	A						
USGS	08096500	1978-11-08					262	A						
USGS	08096500	1978-11-09					316	A						
USGS	08096500	1978-11-10					529	A						
USGS	08096500	1978-11-11					377	A						
USGS	08096500	1978-11-12					374	A						
USGS	08096500	1978-11-13					370	A						
USGS	08096500	1978-11-14					398	A						
USGS	08096500	1978-11-15					447	A						
USGS	08096500	1978-11-16					3530	A						
USGS	08096500	1978-11-17					2870	A						
USGS	08096500	1978-11-18					970	A						
USGS	08096500	1978-11-19					450	A						
USGS	08096500	1978-11-20					248	A						
USGS	08096500	1978-11-21					228	A						
USGS	08096500	1978-11-22					154	A						
USGS	08096500	1978-11-23					108	A						
USGS	08096500	1978-11-24					88.0	A						
USGS	08096500	1978-11-25					80.0	A						
USGS	08096500	1978-11-26					237	A						
USGS	08096500	1978-11-27					138	A						
USGS	08096500	1978-11-28					925	A						
USGS	08096500	1978-11-29					410	A						
USGS	08096500	1978-11-30					152	A						
USGS	08096500	1978-12-01					94.0	A						
USGS	08096500	1978-12-02					82.0	A						
USGS	08096500	1978-12-03					107	A						
USGS	08096500	1978-12-04					57.0	A						
USGS	08096500	1978-12-05					66.0	A						
USGS	08096500	1978-12-06					73.0	A						
USGS	08096500	1978-12-07					65.0	A						
USGS	08096500	1978-12-08					304	A						
USGS	08096500	1978-12-09					1100	A						
USGS	08096500	1978-12-10					370	A						
USGS	08096500	1978-12-11					167	A						
USGS	08096500	1978-12-12					131	A						
USGS	08096500	1978-12-13					613	A						
USGS	08096500	1978-12-14					813	A						
USGS	08096500	1978-12-15					961	A						
USGS	08096500	1978-12-16					986	A						
USGS	08096500	1978-12-17					845	A						
USGS	08096500	1978-12-18					952	A						
USGS	08096500	1978-12-19					1000	A						
USGS	08096500	1978-12-20					1350	A						
USGS	08096500	1978-12-21					1060	A						
USGS	08096500	1978-12-22					815	A						
USGS	08096500	1978-12-23					785	A						
USGS	08096500	1978-12-24					808	A						
USGS	08096500	1978-12-25					1010	A						
USGS	08096500	1978-12-26					740	A						
USGS	08096500	1978-12-27					1370	A						
USGS	08096500	1978-12-28					1240	A						
USGS	08096500	1978-12-29					1060	A						
USGS	08096500	1978-12-30					1040	A						
USGS	08096500	1978-12-31					1800	A						
USGS	08096500	1979-01-01					1480	A						
USGS	08096500	1979-01-02					2280	A						
USGS	08096500	1979-01-03					2460	A						
USGS	08096500	1979-01-04					325	A						
USGS	08096500	1979-01-05					224	A						
USGS	08096500	1979-01-06					183	A						
USGS	08096500	1979-01-07					168	A						
USGS	08096500	1979-01-08					433	A						
USGS	08096500	1979-01-09					640	A						
USGS	08096500	1979-01-10					1420	A						
USGS	08096500	1979-01-11					1370	A						
USGS	08096500	1979-01-12					1180	A						
USGS	08096500	1979-01-13					1050	A						
USGS	08096500	1979-01-14					3430	A						
USGS	08096500	1979-01-15					2100	A						
USGS	08096500	1979-01-16					1180	A						
USGS	08096500	1979-01-17					444	A						
USGS	08096500	1979-01-18					876	A						
USGS	08096500	1979-01-19					1090	A						
USGS	08096500	1979-01-20					1250	A						
USGS	08096500	1979-01-21					1090	A						
USGS	08096500	1979-01-22					807	A						
USGS	08096500	1979-01-23					1030	A						
USGS	08096500	1979-01-24					1080	A						
USGS	08096500	1979-01-25					587	A						
USGS	08096500	1979-01-26					795	A						
USGS	08096500	1979-01-27					1400	A						
USGS	08096500	1979-01-28					907	A						
USGS	08096500	1979-01-29					1320	A						
USGS	08096500	1979-01-30					1330	A						
USGS	08096500	1979-01-31					1210	A						
USGS	08096500	1979-02-01					1670	A						
USGS	08096500	1979-02-02					972	A						
USGS	08096500	1979-02-03					1140	A						
USGS	08096500	1979-02-04					627	A						
USGS	08096500	1979-02-05					1100	A						
USGS	08096500	1979-02-06					1580	A						
USGS	08096500	1979-02-07					1340	A						
USGS	08096500	1979-02-08					1710	A						
USGS	08096500	1979-02-09					1450	A						
USGS	08096500	1979-02-10					1190	A						
USGS	08096500	1979-02-11					653	A						
USGS	08096500	1979-02-12					293	A						
USGS	08096500	1979-02-13					1390	A						
USGS	08096500	1979-02-14					1380	A						
USGS	08096500	1979-02-15					2120	A						
USGS	08096500	1979-02-16					1440	A						
USGS	08096500	1979-02-17					1840	A						
USGS	08096500	1979-02-18					1570	A						
USGS	08096500	1979-02-19					1270	A						
USGS	08096500	1979-02-20					2280	A						
USGS	08096500	1979-02-21					861	A						
USGS	08096500	1979-02-22					1240	A						
USGS	08096500	1979-02-23					805	A						
USGS	08096500	1979-02-24					967	A						
USGS	08096500	1979-02-25					1070	A						
USGS	08096500	1979-02-26					923	A						
USGS	08096500	1979-02-27					938	A						
USGS	08096500	1979-02-28					856	A						
USGS	08096500	1979-03-01					783	A						
USGS	08096500	1979-03-02					617	A						
USGS	08096500	1979-03-03					1020	A						
USGS	08096500	1979-03-04					535	A						
USGS	08096500	1979-03-05					314	A						
USGS	08096500	1979-03-06					513	A						
USGS	08096500	1979-03-07					230	A						
USGS	08096500	1979-03-08					185	A						
USGS	08096500	1979-03-09					189	A						
USGS	08096500	1979-03-10					159	A						
USGS	08096500	1979-03-11					158	A						
USGS	08096500	1979-03-12					155	A						
USGS	08096500	1979-03-13					158	A						
USGS	08096500	1979-03-14					145	A						
USGS	08096500	1979-03-15					347	A						
USGS	08096500	1979-03-16					874	A						
USGS	08096500	1979-03-17					1900	A						
USGS	08096500	1979-03-18					1200	A						
USGS	08096500	1979-03-19					932	A						
USGS	08096500	1979-03-20					1240	A						
USGS	08096500	1979-03-21					792	A						
USGS	08096500	1979-03-22					2060	A						
USGS	08096500	1979-03-23					4020	A						
USGS	08096500	1979-03-24					3810	A						
USGS	08096500	1979-03-25					5390	A						
USGS	08096500	1979-03-26					3950	A						
USGS	08096500	1979-03-27					1630	A						
USGS	08096500	1979-03-28					1650	A						
USGS	08096500	1979-03-29					1540	A						
USGS	08096500	1979-03-30					2660	A						
USGS	08096500	1979-03-31					5810	A						
USGS	08096500	1979-04-01					4720	A						
USGS	08096500	1979-04-02					3890	A						
USGS	08096500	1979-04-03					3660	A						
USGS	08096500	1979-04-04					3730	A						
USGS	08096500	1979-04-05					3200	A						
USGS	08096500	1979-04-06					257	A						
USGS	08096500	1979-04-07					2560	A						
USGS	08096500	1979-04-08					2380	A						
USGS	08096500	1979-04-09					1410	A						
USGS	08096500	1979-04-10					478	A						
USGS	08096500	1979-04-11					877	A						
USGS	08096500	1979-04-12					892	A						
USGS	08096500	1979-04-13					851	A						
USGS	08096500	1979-04-14					685	A						
USGS	08096500	1979-04-15					529	A						
USGS	08096500	1979-04-16					363	A						
USGS	08096500	1979-04-17					481	A						
USGS	08096500	1979-04-18					1040	A						
USGS	08096500	1979-04-19					1530	A						
USGS	08096500	1979-04-20					2030	A						
USGS	08096500	1979-04-21					1540	A						
USGS	08096500	1979-04-22					1880	A						
USGS	08096500	1979-04-23					1790	A						
USGS	08096500	1979-04-24					1760	A						
USGS	08096500	1979-04-25					2010	A						
USGS	08096500	1979-04-26					2200	A						
USGS	08096500	1979-04-27					521	A						
USGS	08096500	1979-04-28					557	A						
USGS	08096500	1979-04-29					628	A						
USGS	08096500	1979-04-30					840	A						
USGS	08096500	1979-05-01					1880	A						
USGS	08096500	1979-05-02					2930	A						
USGS	08096500	1979-05-03					1040	A						
USGS	08096500	1979-05-04					4830	A						
USGS	08096500	1979-05-05					17200	A						
USGS	08096500	1979-05-06					19300	A						
USGS	08096500	1979-05-07					19100	A						
USGS	08096500	1979-05-08					19000	A						
USGS	08096500	1979-05-09					19000	A						
USGS	08096500	1979-05-10					16200	A						
USGS	08096500	1979-05-11					17800	A						
USGS	08096500	1979-05-12					16200	A						
USGS	08096500	1979-05-13					10700	A						
USGS	08096500	1979-05-14					8910	A						
USGS	08096500	1979-05-15					8500	A						
USGS	08096500	1979-05-16					7540	A						
USGS	08096500	1979-05-17					3810	A						
USGS	08096500	1979-05-18					3220	A						
USGS	08096500	1979-05-19					2620	A						
USGS	08096500	1979-05-20					1050	A						
USGS	08096500	1979-05-21					958	A						
USGS	08096500	1979-05-22					4450	A						
USGS	08096500	1979-05-23					5990	A						
USGS	08096500	1979-05-24					5470	A						
USGS	08096500	1979-05-25					5380	A						
USGS	08096500	1979-05-26					5320	A						
USGS	08096500	1979-05-27					5270	A						
USGS	08096500	1979-05-28					4590	A						
USGS	08096500	1979-05-29					12000	A						
USGS	08096500	1979-05-30					14400	A						
USGS	08096500	1979-05-31					11100	A						
USGS	08096500	1979-06-01					13000	A						
USGS	08096500	1979-06-02					17300	A						
USGS	08096500	1979-06-03					11600	A						
USGS	08096500	1979-06-04					10100	A						
USGS	08096500	1979-06-05					10600	A						
USGS	08096500	1979-06-06					10700	A						
USGS	08096500	1979-06-07					9100	A						
USGS	08096500	1979-06-08					8240	A						
USGS	08096500	1979-06-09					6010	A						
USGS	08096500	1979-06-10					5680	A						
USGS	08096500	1979-06-11					4730	A						
USGS	08096500	1979-06-12					3060	A						
USGS	08096500	1979-06-13					2620	A						
USGS	08096500	1979-06-14					2730	A						
USGS	08096500	1979-06-15					3010	A						
USGS	08096500	1979-06-16					2930	A						
USGS	08096500	1979-06-17					1470	A						
USGS	08096500	1979-06-18					1350	A						
USGS	08096500	1979-06-19					1370	A						
USGS	08096500	1979-06-20					2850	A						
USGS	08096500	1979-06-21					2690	A						
USGS	08096500	1979-06-22					2500	A						
USGS	08096500	1979-06-23					2390	A						
USGS	08096500	1979-06-24					788	A						
USGS	08096500	1979-06-25					847	A						
USGS	08096500	1979-06-26					2140	A						
USGS	08096500	1979-06-27					2360	A						
USGS	08096500	1979-06-28					4240	A						
USGS	08096500	1979-06-29					3970	A						
USGS	08096500	1979-06-30					3060	A						
USGS	08096500	1979-07-01					1560	A						
USGS	08096500	1979-07-02					758	A						
USGS	08096500	1979-07-03					922	A						
USGS	08096500	1979-07-04					1020	A						
USGS	08096500	1979-07-05					1800	A						
USGS	08096500	1979-07-06					584	A						
USGS	08096500	1979-07-07					380	A						
USGS	08096500	1979-07-08					703	A						
USGS	08096500	1979-07-09					966	A						
USGS	08096500	1979-07-10					1510	A						
USGS	08096500	1979-07-11					1030	A						
USGS	08096500	1979-07-12					1140	A						
USGS	08096500	1979-07-13					915	A						
USGS	08096500	1979-07-14					960	A						
USGS	08096500	1979-07-15					966	A						
USGS	08096500	1979-07-16					875	A						
USGS	08096500	1979-07-17					529	A						
USGS	08096500	1979-07-18					514	A						
USGS	08096500	1979-07-19					311	A						
USGS	08096500	1979-07-20					730	A						
USGS	08096500	1979-07-21					916	A						
USGS	08096500	1979-07-22					424	A						
USGS	08096500	1979-07-23					366	A						
USGS	08096500	1979-07-24					2670	A						
USGS	08096500	1979-07-25					2680	A						
USGS	08096500	1979-07-26					2630	A						
USGS	08096500	1979-07-27					2420	A						
USGS	08096500	1979-07-28					1760	A						
USGS	08096500	1979-07-29					2160	A						
USGS	08096500	1979-07-30					1870	A						
USGS	08096500	1979-07-31					1080	A						
USGS	08096500	1979-08-01					707	A						
USGS	08096500	1979-08-02					448	A						
USGS	08096500	1979-08-03					498	A						
USGS	08096500	1979-08-04					292	A						
USGS	08096500	1979-08-05					524	A						
USGS	08096500	1979-08-06					646	A						
USGS	08096500	1979-08-07					862	A						
USGS	08096500	1979-08-08					712	A						
USGS	08096500	1979-08-09					963	A						
USGS	08096500	1979-08-10					869	A						
USGS	08096500	1979-08-11					1380	A						
USGS	08096500	1979-08-12					457	A						
USGS	08096500	1979-08-13					273	A						
USGS	08096500	1979-08-14					939	A						
USGS	08096500	1979-08-15					946	A						
USGS	08096500	1979-08-16					1320	A						
USGS	08096500	1979-08-17					1270	A						
USGS	08096500	1979-08-18					1040	A						
USGS	08096500	1979-08-19					1400	A						
USGS	08096500	1979-08-20					1320	A						
USGS	08096500	1979-08-21					1220	A						
USGS	08096500	1979-08-22					1520	A						
USGS	08096500	1979-08-23					1440	A						
USGS	08096500	1979-08-24					1240	A						
USGS	08096500	1979-08-25					1650	A						
USGS	08096500	1979-08-26					1320	A						
USGS	08096500	1979-08-27					1380	A						
USGS	08096500	1979-08-28					1470	A						
USGS	08096500	1979-08-29					1400	A						
USGS	08096500	1979-08-30					1360	A						
USGS	08096500	1979-08-31					1370	A						
